time_s,rms_db,f0_hz,pitch_conf
3.296,-41.934746,180.77186920887385,0.01000000000061386
3.328,-31.692068,213.73702705379327,0.010191075496968311
3.36,-23.48979,207.65234878997256,0.09203757081218111
3.392,-20.28278,205.2672581380976,0.372135898297509
3.424,-19.29377,206.4563592676515,0.42606232904328084
3.456,-19.356005,206.4563592676515,0.6159498854580682
3.488,-20.753458,206.4563592676515,0.24075439447557415
3.52,-24.403208,210.06515286029162,0.03489742801962526
3.552,-27.889015,202.90956258890662,0.010001232964986118
3.584,-28.163418,197.13312122062953,0.010004191052795267
3.616,-29.611858,197.13312122062953,0.018187375734912182
